"","V1"
"340",-6.96161867082185
"341",-6.73027886299695
"342",-6.17166533916709
"343",-7.07634343303391
"344",-9.46226289201952
"345",-8.02039111497533
"346",-6.2059780785173
"347",-5.64665610168792
"348",-6.08840490413302
"349",-6.4959755232091
"350",-8.78061400384673
"351",-5.63276845133043
"352",-5.3466861429869
"353",-7.26198676534037
"354",-4.49344035279919
"355",-9.82032883822131
"356",-7.82607263792722
"357",-6.53604388603635
"358",-6.7124817882863
"359",-8.26633459833148
"360",-5.15081960009887
"361",-7.45890501646978
"362",-8.24630457021733
"363",-6.80802417405399
"364",-5.56463317813393
"365",-7.61086965010834
"366",-7.50067241089835
"367",-6.82703417431846
"368",-7.84439483557762
"369",-7.00422254809436
"370",-6.38795514304816
"371",-5.89311985632728
"372",-5.91382941807408
"373",-7.4545885126142
"374",-7.01712173897192
"375",-5.90975368701725
"376",-5.86921045483777
"377",-6.3853174970709
"378",-6.87953225947721
"379",-8.86242788197206
"380",-5.40858874774472
"381",-6.67573298935771
"382",-6.80905035990399
"383",-7.01619076786207
"384",-7.36371006396368
"385",-7.42822195864247
"386",-7.12542375750661
"387",-8.45727594690815
"388",-4.92135894909016
"389",-6.83816727315766
"390",-6.34914028951879
"391",-6.27217275714522
"392",-5.58663948805375
"393",-7.86645088414796
"394",-7.92765189552741
"395",-6.62732782178682
"396",-7.27479811439351
"397",-4.41551424717917
"398",-8.21604928796957
"399",-8.39403256554172
"400",-6.15773661238508
"401",-6.03739668563119
"402",-6.19720693829008
"403",-6.60089050003924
"404",-6.377656028563
"405",-8.07998937596972
"406",-6.15046261328554
"407",-7.95788909409353
"408",-7.41741767918843
"409",-9.14082569285942
"410",-7.90872702985304
"411",-6.18058887044571
"412",-6.21410183758574
"413",-6.94354422102437
"414",-7.95662671653669
"415",-5.56120591695857
"416",-8.50647178598457
"417",-6.86128807214433
"418",-7.39289535514205
"419",-7.98675638582959
"420",-6.66185523923777
"421",-7.7376249769053
"422",-6.7138236981956
"423",-6.33279573677678
"424",-6.27760841951999
"425",-6.44578912232552
"426",-5.37027365331422
"427",-7.8250304982103
"428",-5.2055760457466
"429",-7.31350718096199
"430",-7.54504504015238
"431",-6.08697920613826
"432",-6.6656657609368
"433",-6.0789217909635
"434",-7.08565490039088
"435",-5.94839252893405
"436",-6.6755646831581
"437",-6.57153003311731
"438",-6.75418139368386
"439",-5.48159626600498
"440",-8.24775647503445
"441",-8.40644630299102
"442",-6.59024981109912
"443",-5.03802654942665
"444",-6.7037336519051
"445",-7.25149516741179
"446",-8.51137968135195
"447",-5.71739229348538
"448",-6.30226492451579
"449",-6.64504765201208
"450",-5.99358924041824
"451",-7.60962660660181
"452",-6.53860253915309
"453",-7.78240971560894
"454",-5.6411316849656
"455",-8.76545844032269
"456",-6.80705343907357
"457",-6.99069915857721
"458",-7.76959609802982
"459",-7.19006289763623
"460",-7.29532709624203
"461",-7.79410704416351
"462",-8.48894874773124
"463",-5.0006697917106
"464",-8.32680725792613
"465",-6.96935584487775
"466",-6.90921892450564
"467",-7.86296518773284
"468",-6.60758972787966
"469",-7.9735424351142
"470",-6.83679303078106
"471",-8.4672123384331
"472",-7.39714975772055
"473",-6.41546337427639
"474",-9.23988951688214
"475",-6.98688203111204
"476",-6.22421048781868
"477",-6.45833608316957
"478",-6.08480968493606
"479",-7.80511975400521
"480",-6.95081744939004
"481",-7.54203583408838
"482",-7.03545592779736
"483",-5.82986669981399
"484",-7.05796158860001
"485",-8.01535272958947
"486",-6.54504310616865
"487",-5.73128740194027
"488",-6.83800463565528
"489",-7.32022355798428
"490",-6.93216437548477
"491",-7.19246110002985
"492",-6.76500509064868
"493",-6.03150558639788
"494",-6.42017556669556
"495",-7.36769556050194
"496",-5.96658720802148
"497",-7.04948328415282
"498",-7.25426735373416
"499",-6.89435182176972
"500",-6.6437940104185
"501",-6.67396489760861
"502",-7.90757680752608
"503",-6.66195120033117
"504",-6.63272875604823
"505",-6.91394503179422
"506",-6.20093079040963
"507",-6.72921982045415
"508",-8.21602335821777
"509",-9.00553734025381
"510",-4.34454364321039
"511",-5.84128158142617
"512",-6.68359739203097
"513",-7.37599707916867
"514",-7.47784162707339
"515",-6.2121933538717
"516",-7.72475485543248
"517",-7.11464563013915
"518",-6.21993541917687
"519",-7.88163214203967
"520",-6.6265982680272
"521",-5.7507595147431
"522",-5.93922265873598
"523",-6.45353185727607
"524",-8.66422540160293
"525",-7.15323547089002
"526",-7.72908582916014
"527",-7.00095609604392
"528",-7.3896529400093
"529",-8.67318060381106
"530",-6.83238294192937
"531",-8.19433818483631
"532",-7.91170137801019
"533",-6.08554689027938
"534",-6.46508596469253
"535",-7.6244830831918
"536",-6.17648619693622
"537",-6.12607858192066
"538",-6.70877052244706
"539",-5.24734920711177
"540",-6.36863039258976
"541",-5.84277919760202
"542",-7.05866452280141
"543",-7.47505765516855
"544",-5.24622560339089
"545",-6.60981520589085
"546",-7.6501504974398
"547",-7.26844991267488
"548",-8.35406888460904
"549",-6.61040226156062
"550",-6.61941027753113
"551",-5.86839083667847
"552",-6.61190212513503
"553",-6.10034524221997
"554",-7.34175353634347
"555",-7.42698362060596
"556",-7.02203396715784
"557",-5.10010259750545
"558",-7.02135976442352
"559",-6.45491530448302
"560",-7.86777851708034
"561",-6.53148713972012
"562",-5.38447154381306
"563",-7.10916381391423
"564",-5.72718545658009
"565",-7.58897467217037
"566",-7.59814310175383
"567",-7.48402511086475
"568",-8.24019212129182
"569",-7.34484141742343
"570",-4.86474364164016
"571",-7.03120162745799
"572",-5.40190294355963
"573",-6.66193960130992
"574",-7.0430286781795
"575",-6.43769675490747
"576",-7.58715373503127
"577",-5.67399059882365
"578",-7.88562585205799
"579",-5.98141626713377
"580",-6.54399606626083
"581",-6.64404483084611
"582",-6.05626639018003
"583",-7.64154241562825
"584",-8.01013062613596
"585",-7.07440209186341
"586",-5.56980996235962
"587",-6.20536448470342
"588",-4.50211826961227
"589",-7.78665677544781
"590",-6.67659845157528
"591",-3.72542139468567
"592",-6.76280403952352
"593",-5.89105093711046
"594",-5.93310324817157
"595",-5.17164186643142
"596",-6.72724674452317
"597",-5.57715024297283
"598",-8.52883118170928
"599",-7.53441973494895
"600",-6.70492444431687
"601",-7.37265183505531
"602",-6.55832840593336
"603",-8.4981506338403
"604",-6.24731893060619
"605",-7.27508615860251
"606",-7.24537396717936
"607",-6.93290275980851
"608",-7.36751710986911
"609",-8.50905488709514
"610",-6.17852173191345
"611",-6.75566970086085
"612",-9.82951325956131
"613",-5.67501898088679
"614",-7.47422181110462
"615",-6.58683705011529
"616",-6.49029226234063
"617",-7.83444307159376
"618",-8.2922410893471
"619",-5.24982837140202
"620",-4.85885302945991
"621",-6.18410325268866
"622",-6.61588363654138
"623",-6.64534785310622
"624",-6.46883718021727
"625",-7.05614547165112
"626",-5.73411382355724
"627",-6.08874083879235
"628",-7.37761467707444
"629",-6.65870474738498
"630",-6.7450245986162
"631",-6.71664345770788
"632",-5.75419547589834
"633",-7.29740741346844
"634",-6.15927026581704
"635",-6.60859359693736
"636",-6.81732757531959
"637",-5.80172312543017
"638",-6.64395448025765
"639",-7.87871619683894
"640",-8.06625549825729
"641",-7.12506578147415
"642",-7.49894539830321
"643",-8.02189195757698
"644",-7.44105529233789
"645",-8.60886019536111
"646",-7.20115061369358
"647",-7.14875070165466
"648",-7.07654780402111
"649",-6.80566932352481
"650",-6.42014730619348
"651",-7.24926107332491
"652",-6.48403308033986
"653",-7.73525483741777
"654",-6.11500611192704
"655",-6.6953081513022
"656",-6.89175613813777
"657",-7.46003888777799
"658",-5.08372403416158
"659",-6.39671568838405
"660",-6.53578966178607
"661",-9.36947844707475
"662",-8.74564971086787
"663",-6.84385151887809
"664",-5.88729415301579
"665",-6.81060546206061
"666",-7.78229370722936
"667",-6.94215065118204
"668",-7.31024033852736
"669",-6.56639023444126
"670",-7.70150167107841
"671",-7.68314134530926
"672",-6.4939378996913
"673",-5.85366189653351
"674",-5.10949947853937
"675",-6.49703226669941
"676",-7.15512913152047
"677",-8.21642944662108
"678",-7.66701461068318
"679",-5.65836374958144
"680",-7.50535248719895
"681",-6.31988173348698
"682",-7.09510022011395
"683",-5.93429219345974
"684",-6.86786626709584
"685",-7.49789178585042
"686",-7.51924275824041
"687",-6.78976932957082
"688",-6.08206882012113
"689",-5.15615434552984
"690",-5.15788579380674
"691",-5.36386139193672
"692",-7.77304011006195
"693",-6.16917844537597
"694",-7.27137292152799
"695",-7.20513397192445
"696",-6.5793010143351
"697",-5.28731669986906
"698",-8.06783184339106
"699",-4.63603627748923
"700",-6.94519223154632
"701",-7.3059288346213
"702",-5.93909982447509
"703",-7.08385502470963
"704",-5.69470518251002
"705",-6.74161187028275
"706",-6.49601143886314
"707",-6.78666009727193
"708",-6.09573348682751
"709",-6.92722627019533
"710",-7.39462462519219
"711",-6.15198131237742
"712",-7.97524926353863
"713",-5.947579242257
"714",-6.18521857527415
"715",-7.96335938141197
"716",-6.11507490829295
"717",-7.66074622968374
"718",-5.6850753744622
"719",-7.87358512648255
"720",-6.87552222177768
"721",-8.29212989544454
"722",-7.04643863888003
"723",-6.18388914939435
"724",-3.47821684623998
"725",-5.83544191287283
"726",-7.99794821523865
"727",-5.89037131965969
"728",-8.44396706020069
"729",-6.98619665015723
"730",-5.82547660505872
"731",-9.05525890435878
"732",-6.05782154921147
"733",-5.89721266377444
"734",-7.62145780748161
"735",-6.93972863068421
"736",-4.52531171335625
"737",-7.51936986873234
"738",-6.64011028923735
"739",-6.94968339149775
"740",-6.53733330925466
"741",-5.06992783056131
"742",-7.54542294158628
"743",-6.98448383223637
"744",-7.08685115533309
"745",-7.65519989262349
"746",-8.99347279855119
"747",-6.95198969145827
"748",-8.98147390444118
"749",-6.98849825256413
"750",-7.5554365346491
"751",-6.27313739804708
"752",-6.99919740131107
"753",-7.45698928291265
"754",-7.51517449413501
"755",-6.84187639839066
"756",-6.03202056669406
"757",-6.64961456506675
"758",-7.37332534313228
"759",-6.96972967583697
"760",-4.80436238994717
"761",-8.13269280646907
"762",-7.04706737628012
"763",-7.25444553713919
"764",-7.35173284276999
"765",-4.449827247644
"766",-7.27159103094428
"767",-7.55167096138686
"768",-7.74874573555251
"769",-5.51449662082476
"770",-5.67921438778784
"771",-8.70485167272789
"772",-7.14458876186861
"773",-6.12029949575521
"774",-6.94908968265652
"775",-6.78752181087728
"776",-8.16343348095374
"777",-8.03907357212455
"778",-6.45730096967114
"779",-7.0595472220963
"780",-7.17155769479106
"781",-5.57215278339843
"782",-6.54763009906541
"783",-8.21722515164238
"784",-7.70426881947306
"785",-7.32464263656121
"786",-7.93375927332271
"787",-5.86498926593205
"788",-8.46920395225984
"789",-7.91839946504442
"790",-6.85890537102703
"791",-6.16854532563673
"792",-4.50544020131681
"793",-7.05331482979215
"794",-7.1800891778376
"795",-7.52425527285461
"796",-8.76209979362758
"797",-6.06144787098883
"798",-5.74253881967495
"799",-7.67196833010387
"800",-5.53804922906823
"801",-6.77228730572409
"802",-6.38537034140729
"803",-5.54522332435462
"804",-7.43361120027083
"805",-5.95103049926542
"806",-5.83204343853579
"807",-5.19602579580114
"808",-5.22898374210583
"809",-5.63410011846309
"810",-8.06581436661963
"811",-6.19309141313741
"812",-7.080912789761
"813",-6.72876542345899
"814",-5.58123842759488
"815",-5.99599457112019
"816",-8.56696119132317
"817",-6.41854949265707
"818",-7.03573146179343
"819",-7.06051857763558
"820",-7.34641553182686
"821",-6.6345869292858
"822",-6.12283071470237
"823",-6.37962804626839
"824",-6.44157756520512
"825",-7.35090587836394
"826",-6.68458319194293
"827",-7.22545359331325
"828",-8.59028628622085
"829",-6.53745593636691
"830",-5.10953880544252
"831",-8.1658408418925
"832",-5.63294204181208
"833",-5.77607902207491
"834",-6.38997618195929
"835",-7.66873994065112
"836",-8.15430096741453
"837",-5.26124991407704
"838",-6.21099624984986
"839",-6.5425657971995
"840",-6.48910298228875
"841",-8.3069272391429
"842",-5.63939971795318
"843",-5.17873560098262
"844",-6.75080456143602
"845",-8.010130632073
"846",-7.0950155599689
"847",-7.26745362076975
"848",-6.01056441628529
"849",-6.38210208065052
"850",-7.63439793375775
"851",-6.91644153719898
"852",-5.25234526516467
"853",-6.52597240873534
"854",-5.90705685562531
"855",-5.73726339967619
"856",-4.9179310744915
"857",-9.33395409886356
"858",-9.3037867224036
"859",-6.0030256032636
"860",-7.11787190665598
"861",-5.85282003774596
"862",-6.46963574726886
"863",-6.78275098753604
"864",-7.03319439738279
"865",-5.26227151422757
"866",-8.87580320964995
"867",-6.79298825210701
"868",-4.37120061250029
"869",-7.17935239008924
"870",-5.44960405276452
"871",-6.42649180318443
"872",-6.52628557117425
"873",-6.88838991388398
"874",-7.44162881879839
"875",-6.85280719969691
"876",-7.38907999353141
"877",-6.49447609909218
"878",-8.2582836729145
"879",-7.11898473292739
"880",-5.76332248867034
"881",-8.59250670201832
"882",-5.80362311852287
"883",-7.21642463987144
"884",-5.04770995708971
"885",-6.75677566388302
"886",-5.76374682288159
"887",-6.34298351380886
"888",-8.42740244506375
"889",-6.57412013827554
"890",-6.73623961650323
"891",-6.53598140384987
"892",-6.28871907904654
"893",-6.86805313502098
"894",-6.91005129724832
"895",-9.38640957852923
"896",-7.01920111653155
"897",-5.65833165626899
"898",-5.59953537678917
"899",-5.60036111953738
"900",-6.04432442368706
"901",-6.78068650292357
"902",-7.59566656352822
"903",-7.26204222503646
"904",-7.26514270512494
"905",-6.01382549811932
"906",-6.82856892219128
"907",-6.02267652433002
"908",-8.9448056934054
"909",-7.50557908807955
"910",-7.31962320932262
"911",-5.7317499893299
"912",-8.24836976359124
"913",-6.58172924759053
"914",-7.20794157251435
"915",-5.23978245626021
"916",-6.28183945162097
"917",-5.67273807643137
"918",-7.54378863217188
"919",-5.57543059170064
"920",-6.33501685781814
"921",-5.87833543201066
"922",-7.11533724767358
"923",-5.26244790692846
"924",-7.8743972066961
"925",-7.17424281345883
"926",-7.85110142713753
"927",-7.47124978237683
"928",-5.99490138570969
"929",-7.05704658352175
"930",-6.52374491865175
"931",-4.42411899391028
"932",-6.15371646079264
"933",-6.63652912393263
"934",-5.84916220922792
"935",-6.69274422039405
"936",-7.38343494335129
"937",-5.64742384511743
"938",-6.65514247190525
"939",-6.17633513085986
"940",-6.49160991044146
"941",-6.61848743150825
"942",-6.45448610076057
"943",-8.17250978854617
"944",-6.29491481143303
"945",-7.83668467451644
"946",-6.81651782732982
"947",-6.78479022881379
"948",-7.09260839245928
"949",-8.22715627095024
"950",-5.01941327456128
"951",-6.94072169647636
"952",-8.5601540631738
"953",-7.77307066409251
"954",-5.91957322974591
"955",-6.09292485344876
"956",-7.33900970003312
"957",-6.34718642265488
"958",-5.80283237635547
"959",-6.38130715982387
"960",-7.43316023575322
"961",-6.06497784532398
"962",-7.40151202688704
"963",-6.84747167331908
"964",-6.02596438709327
"965",-7.79677620540133
"966",-7.47461751103152
"967",-7.57969954197614
"968",-7.14201826515479
"969",-8.48431168563508
"970",-6.60943793928997
"971",-5.61769157789849
"972",-6.67619128367793
"973",-6.40296971278157
"974",-7.24567169448768
"975",-7.66710114575868
"976",-6.88510069738806
"977",-7.60576096089222
"978",-7.87175865624949
"979",-6.9050580284666
"980",-7.45334567609713
"981",-7.75461119241852
"982",-7.79127743811032
"983",-5.53763566922678
"984",-6.10147583233981
"985",-6.91185183428678
"986",-7.84279488339634
"987",-6.74635747030713
"988",-6.48665717378476
"989",-8.37468590659022
"990",-7.54855995792465
"991",-7.40340566620177
"992",-6.50687546740049
"993",-7.65606628555132
"994",-7.48119048255512
"995",-9.47602836351976
"996",-6.93843759158853
"997",-7.63594523938178
"998",-7.4547207385113
"999",-6.58767245318199
"1000",-6.17220806680605
